f_phasing,altitude_plane_1_km,inclination_plane_1_deg,high_q_plane_1,med_q_plane_1,low_q_plane_1,altitude_plane_2_km,inclination_plane_2_deg,high_q_plane_2,med_q_plane_2,low_q_plane_2,altitude_plane_3_km,inclination_plane_3_deg,high_q_plane_3,med_q_plane_3,low_q_plane_3,altitude_plane_4_km,inclination_plane_4_deg,high_q_plane_4,med_q_plane_4,low_q_plane_4,altitude_plane_5_km,inclination_plane_5_deg,high_q_plane_5,med_q_plane_5,low_q_plane_5,altitude_plane_6_km,inclination_plane_6_deg,high_q_plane_6,med_q_plane_6,low_q_plane_6,altitude_plane_7_km,inclination_plane_7_deg,high_q_plane_7,med_q_plane_7,low_q_plane_7,altitude_plane_8_km,inclination_plane_8_deg,high_q_plane_8,med_q_plane_8,low_q_plane_8,altitude_plane_9_km,inclination_plane_9_deg,high_q_plane_9,med_q_plane_9,low_q_plane_9,altitude_plane_10_km,inclination_plane_10_deg,high_q_plane_10,med_q_plane_10,low_q_plane_10,total_system_cost_usd,mean_revisit_time_hr,mean_achieved_quality
1,546.29,57.16,5,2,5,678.43,36.69,4,5,4,745.62,39.26,5,2,7,681.25,75.13,2,3,13,409.02,90.54,3,7,8,532.64,63.78,1,5,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,370650000.0,1.4977,0.3067
2,410.13,70.92,5,0,2,324.51,57.6,1,1,1,408.6,67.33,2,5,7,690.91,93.83,9,8,2,337.15,40.29,4,8,7,363.89,50.94,3,5,12,668.43,46.48,1,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,424450000.0,2.2579,0.3754
2,563.99,80.26,3,1,2,315.5,59.37,10,3,7,732.71,74.78,0,8,10,499.21,88.35,4,0,6,333.93,34.91,0,1,3,660.95,75.92,0,1,1,792.77,71.47,2,9,1,370.07,28.06,2,2,4,773.31,85.89,9,6,4,720.07,36.28,1,1,4,514850000.0,1.2752,0.3071
1,639.41,58.4,10,3,6,592.33,67.26,1,0,2,400.2,97.45,4,4,11,301.41,75.61,5,1,3,332.95,29.63,5,6,5,661.68,29.16,6,4,5,348.85,93.3,1,2,4,706.92,49.72,2,9,4,736.49,73.13,1,0,1,-1.0,-1.0,-1,-1,-1,541925000.0,1.6384,0.3434
0,590.51,70.47,1,0,4,462.55,81.95,0,1,2,799.03,45.99,5,5,9,316.94,96.89,1,2,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,132650000.0,3.0692,0.2639
0,333.33,49.06,6,1,8,322.16,30.8,1,0,1,369.76,79.78,2,4,10,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,142325000.0,13.3898,0.5463
2,363.33,47.07,3,3,4,782.66,90.7,1,2,1,477.31,80.8,3,2,4,444.69,30.42,3,0,14,774.92,37.28,1,0,2,794.91,57.62,2,2,3,455.44,70.92,6,7,5,547.63,60.62,6,11,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,423425000.0,1.7697,0.348
0,693.55,97.27,1,1,1,625.88,86.08,3,3,5,315.83,54.45,2,1,2,690.13,82.15,13,1,2,512.45,36.13,3,2,2,673.16,95.76,3,8,9,328.92,26.13,7,1,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,444625000.0,1.6786,0.3167
1,569.17,84.08,1,1,2,658.62,32.07,2,4,5,381.86,29.35,0,3,9,323.65,38.82,2,1,4,425.52,45.37,0,2,5,469.8,52.8,5,7,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,224800000.0,4.1927,0.3784
1,508.35,76.11,3,1,5,594.17,90.27,2,1,3,635.95,47.15,6,2,3,732.27,85.74,1,1,2,748.52,89.31,5,8,2,799.5,76.39,1,4,4,599.49,89.08,1,0,3,731.35,70.98,0,0,2,623.95,41.02,0,9,11,337.33,68.83,11,2,6,486550000.0,1.5208,0.3109
0,764.89,45.91,5,3,8,780.48,84.97,5,2,9,657.58,80.65,1,0,4,409.66,86.3,6,10,3,606.99,71.31,0,3,2,448.01,86.95,0,2,1,526.6,26.93,5,2,6,722.54,70.44,4,2,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,427500000.0,1.6645,0.2984
1,611.89,55.87,5,5,5,422.13,29.89,4,2,7,487.94,43.05,0,1,13,604.37,69.78,1,5,5,711.03,70.02,3,3,3,732.84,40.96,0,6,4,499.36,40.07,0,0,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,293750000.0,2.339,0.2977
1,790.57,62.84,1,0,2,394.87,34.37,11,6,3,712.73,56.82,3,2,5,300.91,40.0,3,3,2,553.66,33.18,10,3,1,678.86,84.28,1,7,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,405575000.0,1.9823,0.3592
2,609.12,26.75,7,4,8,370.02,49.51,4,3,4,795.64,52.82,3,11,1,717.17,30.14,2,5,2,393.66,33.94,1,7,9,394.38,75.82,2,7,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,390775000.0,2.0544,0.3184
1,532.19,33.02,2,5,5,360.65,80.89,10,1,3,512.43,32.1,0,1,16,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,189075000.0,8.0249,0.4631
2,740.94,55.22,3,2,2,610.77,76.48,5,0,6,331.05,59.23,5,4,4,660.9,81.06,2,3,7,555.25,34.31,4,2,5,729.1,45.17,1,2,3,439.88,97.34,3,1,3,368.21,80.73,2,1,2,738.74,45.8,2,7,2,437.84,51.83,3,0,3,455600000.0,1.7457,0.3362
1,610.87,90.14,1,0,2,762.5,33.42,1,6,3,429.04,40.6,3,2,5,486.99,29.56,3,1,5,665.44,85.24,6,8,6,796.42,91.55,6,2,9,723.4,63.52,2,4,4,716.99,25.8,3,5,6,799.27,97.2,5,5,5,508.48,80.54,5,3,3,581650000.0,1.0221,0.2797
3,473.21,51.11,4,4,10,654.65,61.92,7,0,12,519.36,91.34,3,0,4,648.2,31.02,3,5,3,426.21,59.97,1,0,2,547.8,54.02,10,0,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,376825000.0,1.9988,0.3402
1,449.68,58.26,0,3,5,692.63,67.01,4,3,1,356.25,82.04,1,10,6,675.48,31.2,0,3,2,612.75,44.61,2,4,5,610.61,57.14,7,2,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,277625000.0,2.1763,0.3256
1,335.95,37.89,9,5,3,311.54,67.93,4,1,4,708.18,80.22,0,6,5,763.93,41.97,7,9,2,432.09,47.09,6,7,5,771.1,63.0,2,7,10,358.81,72.11,5,3,2,580.81,73.1,2,3,12,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,594525000.0,1.1579,0.3297
3,634.89,77.42,1,2,4,587.43,46.39,1,0,1,317.95,43.22,1,0,7,628.12,51.32,3,0,4,698.02,94.29,1,2,12,353.89,27.77,3,4,5,638.36,45.48,4,3,1,639.03,75.5,2,2,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,279625000.0,3.0784,0.3196
0,367.35,34.38,1,9,7,371.43,39.37,5,3,9,594.36,44.85,4,2,5,787.56,52.57,7,2,4,580.64,70.07,6,0,2,778.72,60.26,6,7,1,668.17,94.28,6,3,10,613.82,44.71,3,8,6,634.93,69.74,1,2,3,527.18,62.04,2,2,13,670000000.0,0.9423,0.3067
3,348.09,52.48,1,3,3,632.95,73.59,1,13,4,447.36,65.85,1,3,12,790.53,35.28,0,0,2,337.17,33.88,5,10,1,334.14,86.05,5,5,1,447.27,89.75,5,5,4,576.4,48.11,2,11,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,456200000.0,2.5465,0.3841
3,684.01,90.29,6,2,11,354.84,54.75,0,1,3,589.79,95.86,2,1,2,755.9,68.7,8,4,7,743.76,59.34,1,2,7,700.83,78.7,3,4,1,655.31,66.79,4,3,4,482.66,55.29,4,6,4,456.55,53.86,4,2,4,596.25,30.77,1,8,2,544125000.0,1.1304,0.2913
0,331.13,87.44,2,1,6,661.98,95.71,4,0,6,624.34,91.55,3,7,8,427.94,89.41,4,3,5,617.26,46.26,0,1,1,435.52,49.8,2,0,1,541.24,56.26,2,4,3,311.15,28.97,1,2,12,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,323850000.0,2.9594,0.3554
2,604.91,44.83,0,1,5,646.21,62.8,0,14,3,727.87,83.33,0,1,1,520.12,64.57,4,7,6,499.88,97.11,4,4,5,597.66,75.94,2,7,11,332.07,97.14,0,0,2,670.47,49.53,10,2,4,372.08,71.37,1,1,4,730.58,37.15,3,2,1,471975000.0,1.2878,0.3145
0,553.63,71.89,0,10,6,676.27,34.76,5,6,3,315.75,75.39,5,5,3,687.8,75.82,3,3,11,347.97,65.67,1,0,4,630.83,38.88,0,2,3,719.08,30.23,7,0,8,415.1,38.33,0,2,4,799.57,85.85,3,0,4,644.2,30.56,4,4,3,494950000.0,1.4519,0.3079
1,516.94,83.68,1,3,3,790.2,65.04,3,6,6,747.69,93.89,8,6,5,750.61,42.14,6,7,5,797.09,68.27,4,0,11,715.67,47.2,2,2,3,799.33,92.87,6,2,10,457.44,35.04,2,2,2,720.85,90.44,5,3,2,576.31,70.0,6,6,3,670875000.0,0.7332,0.2704
3,323.02,44.99,4,5,3,701.77,86.52,6,7,2,646.06,70.66,10,4,4,685.96,41.4,8,11,1,328.3,96.52,2,11,2,670.21,46.93,1,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,501875000.0,1.2575,0.3098
1,368.42,53.38,8,8,2,345.37,92.61,5,0,14,467.78,83.49,3,2,3,788.13,84.87,1,4,4,448.53,78.21,3,4,1,420.19,96.59,4,0,4,442.67,31.88,2,5,4,603.41,61.96,0,1,2,326.18,27.54,2,1,2,568.52,92.27,2,0,1,467975000.0,3.0872,0.4068
3,387.56,96.8,1,3,4,396.88,48.34,9,5,4,501.16,95.4,0,0,2,624.38,36.26,8,7,2,455.63,41.19,1,4,6,484.06,36.38,3,2,2,566.24,82.26,1,5,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,384850000.0,1.977,0.3725
2,592.95,78.75,3,3,5,579.81,90.88,3,3,5,376.54,44.84,1,1,1,732.49,29.29,0,0,2,334.89,45.96,1,1,3,417.69,40.78,0,0,2,350.88,38.04,5,2,9,562.18,48.07,1,2,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,239500000.0,4.2054,0.4028
3,411.55,74.76,8,3,5,314.71,78.48,2,4,7,517.74,46.04,4,2,5,465.6,67.88,0,0,2,438.21,43.81,4,4,5,651.18,84.49,4,3,6,764.13,36.9,5,0,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,400100000.0,2.2227,0.3591
0,729.21,28.12,4,7,4,402.5,88.2,2,6,1,672.53,92.8,3,11,4,372.46,30.96,2,3,6,758.4,66.28,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,250475000.0,3.1398,0.3012
3,486.03,30.12,5,5,9,465.75,35.12,2,0,9,708.45,40.86,0,0,5,336.75,80.77,0,0,2,446.14,67.31,5,3,4,452.83,59.21,2,3,7,363.49,77.19,8,3,5,399.78,57.74,0,0,2,595.26,51.5,10,2,5,-1.0,-1.0,-1,-1,-1,468400000.0,2.6202,0.4132
0,727.66,67.77,10,1,5,456.25,44.02,4,10,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,204375000.0,2.1069,0.3078
3,688.1,92.75,0,1,2,547.37,39.65,6,6,2,575.48,92.85,7,11,2,377.43,83.61,2,1,5,552.89,36.88,2,4,3,760.92,41.34,5,6,9,520.98,91.83,5,6,6,414.53,30.56,1,0,1,648.66,84.3,5,9,4,-1.0,-1.0,-1,-1,-1,572450000.0,1.1704,0.3248
3,676.74,25.22,3,1,3,619.96,88.61,4,4,1,739.82,89.74,0,3,4,490.01,30.86,2,2,4,650.17,80.49,1,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,171125000.0,4.363,0.3059
2,735.97,37.47,8,6,5,702.24,83.85,3,15,1,763.59,65.95,0,7,6,449.34,74.97,2,6,8,361.44,67.44,0,0,5,713.0,44.66,2,2,2,493.42,33.5,2,0,3,494.12,29.1,6,8,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,471500000.0,1.2197,0.2865
1,650.76,36.22,6,2,4,440.82,83.49,2,1,1,551.29,28.38,1,3,3,334.58,84.61,8,2,7,793.55,83.76,2,3,4,461.45,61.67,1,0,1,423.71,33.75,1,2,2,374.19,76.67,4,3,5,402.34,47.73,3,2,5,574.4,88.05,1,3,1,435025000.0,2.3061,0.3649
2,332.91,83.6,6,3,4,554.51,31.04,0,1,3,662.49,33.21,2,3,3,636.59,42.32,1,12,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,190775000.0,3.671,0.3409
3,311.07,77.32,3,3,3,620.24,47.98,5,8,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,136675000.0,5.0935,0.3613
1,343.39,40.65,6,6,5,457.79,90.12,1,4,5,702.38,95.47,2,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,157775000.0,6.5765,0.4214
3,641.91,92.02,2,2,4,498.69,77.2,1,9,8,344.53,56.91,11,4,1,549.39,51.68,7,4,5,373.47,26.8,5,2,4,751.2,33.85,4,8,4,481.36,93.35,4,1,2,448.18,66.73,5,8,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,610750000.0,1.7158,0.3634
0,597.42,56.46,5,3,6,681.56,49.32,1,3,13,476.52,69.41,8,9,3,502.36,37.64,1,0,1,696.21,30.12,4,10,4,310.3,30.25,2,1,16,515.33,96.99,15,0,1,483.34,40.88,2,1,2,747.36,25.27,2,3,7,702.75,67.36,0,0,2,619000000.0,1.5421,0.3532
1,651.92,88.29,1,0,4,300.17,81.85,4,4,5,789.52,32.92,0,8,11,411.37,34.42,0,4,6,543.08,87.12,2,2,2,673.38,58.88,15,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,346250000.0,1.6703,0.3179
1,663.71,35.88,3,3,2,541.17,95.61,6,0,9,386.52,71.9,2,4,2,309.25,95.13,15,1,2,449.1,61.86,5,8,2,379.14,47.02,9,5,4,769.19,54.34,5,8,3,781.71,81.98,2,5,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,660750000.0,1.3593,0.3621
1,496.71,66.65,1,7,12,350.57,91.4,3,4,4,797.69,30.74,4,5,2,718.98,35.86,3,3,3,601.54,58.85,8,7,5,658.08,64.6,2,2,3,345.26,80.87,12,4,4,675.58,41.19,6,6,6,559.62,35.68,6,4,3,394.65,37.66,1,9,10,762475000.0,0.9085,0.3365
0,399.17,96.97,2,2,5,478.1,69.52,4,1,4,473.19,25.63,5,1,4,478.23,45.41,6,7,6,529.82,72.44,12,0,5,524.45,72.4,2,0,2,439.0,55.73,3,6,4,311.18,60.88,9,0,11,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,574425000.0,2.0755,0.4504
2,357.3,49.03,0,0,2,344.12,93.54,5,4,5,438.75,70.35,0,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,87375000.0,14.6939,0.5492
0,386.51,76.1,8,0,12,710.96,25.78,1,0,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,112400000.0,10.9891,0.4759
1,673.55,80.1,5,4,6,665.97,81.89,2,6,7,451.66,70.96,6,6,8,430.15,75.63,0,1,2,560.05,51.67,0,1,5,427.19,63.93,0,0,9,424.86,82.35,1,1,3,601.35,84.83,1,1,4,701.6,72.48,1,2,7,-1.0,-1.0,-1,-1,-1,333800000.0,2.1816,0.3231
2,547.27,91.13,3,1,3,356.8,77.72,0,0,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,44175000.0,14.5516,0.3746
3,361.13,87.93,0,0,2,426.82,85.19,2,2,3,617.7,34.22,4,8,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,122900000.0,3.6493,0.3378
3,565.39,40.04,0,3,2,306.0,34.52,2,4,3,745.87,70.57,3,2,5,561.5,93.13,6,6,4,530.41,49.86,3,7,5,488.17,48.92,7,4,8,327.85,79.51,4,4,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,424950000.0,2.3582,0.3572
3,413.96,34.9,3,4,2,663.01,64.05,2,6,2,589.96,32.59,2,0,3,638.62,91.43,2,7,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,184075000.0,2.9566,0.319
2,301.75,64.06,3,4,4,659.29,63.64,2,1,5,784.64,33.99,1,0,2,636.1,28.86,5,2,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,161775000.0,4.5005,0.3487
0,420.42,41.31,4,4,9,386.94,86.68,2,0,5,363.87,31.22,0,2,4,478.62,73.73,5,3,4,334.78,73.59,6,4,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,266625000.0,4.9675,0.4662
3,495.23,80.85,3,5,6,574.03,92.05,1,1,2,737.1,27.14,0,0,2,399.13,44.56,2,4,5,794.26,78.33,6,6,4,706.43,48.54,7,5,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,318575000.0,1.849,0.2892
1,496.0,40.56,6,2,9,356.52,86.87,3,4,6,374.47,83.21,4,7,4,520.46,41.76,5,2,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,289775000.0,3.364,0.4231
2,415.29,33.54,5,3,4,614.62,69.55,2,5,3,356.4,61.58,2,2,5,465.98,68.11,12,3,2,794.97,27.88,1,3,5,559.79,49.85,5,6,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,407800000.0,2.3418,0.3933
0,546.57,65.33,6,4,6,560.37,91.57,1,6,4,634.24,67.91,6,3,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,211675000.0,2.4727,0.3363
0,442.36,55.17,2,2,4,364.6,38.88,2,7,8,517.48,87.81,4,8,8,478.68,66.76,2,0,4,735.81,29.02,4,2,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,263725000.0,3.4648,0.3753
1,534.99,25.02,0,5,8,783.36,76.8,4,5,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,97750000.0,4.3943,0.2582
0,404.16,94.47,5,7,6,674.7,32.83,5,4,7,580.95,26.91,3,3,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,220450000.0,3.2439,0.3491
3,364.94,97.77,6,0,5,797.87,47.38,0,1,4,401.45,59.91,2,2,1,708.2,34.52,2,2,3,414.18,94.31,0,2,9,656.18,63.95,4,2,2,544.72,49.18,9,8,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,344625000.0,2.3993,0.3558
0,679.1,92.25,8,1,10,460.23,28.67,2,0,3,454.15,29.52,4,5,2,673.59,57.54,2,10,3,778.36,84.28,5,8,4,639.49,86.52,3,4,6,413.82,79.89,1,4,2,516.23,93.33,1,2,2,731.85,42.88,5,6,1,-1.0,-1.0,-1,-1,-1,533900000.0,1.13,0.2886
1,642.95,74.37,3,3,7,485.13,45.27,3,1,4,750.34,58.3,0,7,2,349.53,40.46,1,5,2,586.34,44.56,1,4,6,763.85,42.02,3,9,7,329.96,50.35,1,4,6,631.19,72.23,7,8,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,424325000.0,1.3767,0.2976
2,647.24,76.29,7,2,4,746.59,47.1,0,8,6,776.71,79.86,5,1,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,196275000.0,2.3836,0.2781
1,463.27,32.63,1,1,1,335.14,49.19,4,1,3,490.02,65.35,0,0,2,707.05,30.54,1,2,10,697.97,40.85,0,1,9,552.65,59.3,4,1,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,173750000.0,4.7735,0.3387
2,585.08,50.64,0,0,2,384.69,50.2,0,1,2,500.77,62.15,8,2,3,593.39,46.0,3,5,8,630.51,72.39,9,6,4,690.1,59.21,2,5,6,746.43,39.94,0,0,3,523.8,55.94,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,350375000.0,1.6591,0.3358
0,607.76,93.1,7,3,4,581.58,67.01,6,5,6,798.89,29.53,4,4,12,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,257850000.0,2.2061,0.3064
1,587.92,77.63,1,4,8,574.94,34.81,2,8,2,657.56,32.49,2,1,2,740.38,48.28,4,1,3,718.68,45.34,4,8,3,657.45,95.2,4,7,6,649.62,31.29,2,6,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,384075000.0,1.6299,0.2915
3,630.07,54.12,1,1,2,387.36,32.26,5,1,3,602.4,93.26,4,4,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,139650000.0,7.1079,0.3568
0,662.26,50.37,2,4,7,592.97,67.6,7,7,6,464.02,67.19,7,2,1,362.2,58.66,4,3,3,494.22,32.25,6,7,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,393925000.0,1.8718,0.3728
0,576.89,69.78,1,0,3,708.49,95.39,3,2,3,371.64,45.19,7,6,3,699.56,27.96,7,5,6,741.62,36.29,1,0,1,567.83,71.72,9,4,6,635.54,63.23,7,2,5,681.8,76.09,1,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,498000000.0,1.4405,0.3285
